Sentence #,Word,POS,Tag
,that,IN,O
,the,DT,O
,A,DT,O
,/,NN,O
,T,NN,O
,BITE,NNP,O
,TEST,NNP,O
,Index,NNP,O
,shows,VBZ,O
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 532,If,IN,O
,you,PRP,O
,are,VBP,O
,not,RB,O
,at,IN,O
,the,DT,O
,A,DT,O
,/,NN,O
,T,NN,O
,BITE,NNP,O
,TEST,NNP,O
,Index,NNP,O
,",",",",O
,then,RB,O
,do,VBP,O
,these,DT,O
,steps,NNS,O
,.,.,O
Sentence: 533,Push,VBP,O
,the,DT,O
,INIT,NNP,O
,REF,NNP,O
,function,NN,O
,key,JJ,B-component
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 534,If,IN,O
,the,DT,O
,POS,NNP,O
,INIT,NNP,O
,Display,NNP,O
,shows,NNS,O
,",",",",O
,then,RB,O
,push,VB,O
,the,DT,O
,line,NN,O
,select,VB,O
,key,JJ,B-component
,adjacent,JJ,O
,to,TO,O
,the,DT,O
,INDEX,NN,O
,prompt,VB,O
,.,.,O
Sentence: 535,This,DT,O
,makes,VBZ,O
,the,DT,O
,INIT,NNP,O
,/,NN,O
,REF,NNP,O
,INDEX,NN,O
,Display,NNP,O
,to,TO,O
,show,VB,O
,.,.,O
Sentence: 536,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,MAINT,NNP,O
,.,.,O
Sentence: 537,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,A,DT,O
,/,NN,O
,T,NN,O
,.,.,O
,The,DT,O
,two,CD,O
,Autothrottle,NNP,O
,Warning,NNP,O
,Lights,NNP,O
,come,VBD,O
,ON,NNP,O
,during,IN,O
,the,DT,O
,BITE,NNP,O
,.,.,O
Sentence: 538,Make,VB,O
,sure,JJ,O
,that,IN,O
,the,DT,O
,A,DT,O
,/,NN,O
,T,NN,O
,BITE,NNP,O
,TEST,NNP,O
,index,NN,O
,shows,VBZ,O
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 539,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,INTERACTIVE,NNP,O
,.,.,O
Sentence: 540,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,THROTTLE,NNP,O
,TESTS,NNS,O
,.,.,O
Sentence: 541,MAKE,VB,O
,SURE,NNP,O
,THAT,WDT,O
,ENGINE,NNP,B-component
,START,NNP,I-component
,LEVERS,NNP,O
,ARE,VBP,O
,IN,IN,O
,THE,DT,O
,CUTOFF,NNP,O
,POSITION,NNP,O
,.,.,O
Sentence: 542,IF,IN,O
,THE,DT,O
,ENGINE,NNP,B-component
,START,NNP,I-component
,LEVERS,NNP,O
,ARE,VBP,O
,NOT,NNP,O
,IN,IN,O
,THE,DT,O
,CUTOFF,NNP,O
,POSITION,NNP,O
,",",",",O
,THE,DT,O
,ENGINE,NNP,B-component
,START,NNP,I-component
,SEQUENCE,NNP,O
,CAN,NNP,O
,OCCUR,NNP,O
,.,.,O
Sentence: 543,THIS,NNP,O
,CAN,NNP,O
,CAUSE,NNP,O
,INJURY,NNP,O
,TO,TO,O
,PERSONS,NNP,O
,AND,CC,O
,DAMAGE,NNP,O
,TO,TO,O
,EQUIPMENT,NNP,B-component
,.,.,O
Sentence: 544,Do,VBP,O
,the,DT,O
,instructions,NNS,O
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 545,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,CONTINUE,NNP,O
,.,.,O
Sentence: 546,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,TORQUE,NNP,O
,TEST,NNP,O
,.,.,O
Sentence: 547,Do,VBP,O
,the,DT,O
,instructions,NNS,O
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 548,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,CONTINUE,NNP,O
,.,.,O
Sentence: 549,This,DT,O
,will,MD,O
,start,VB,O
,the,DT,O
,Interactive,NNP,O
,TORQUE,NNP,O
,TEST,NNP,O
,",",",",O
,which,WDT,O
,is,VBZ,O
,a,DT,O
,test,NN,O
,for,IN,O
,smooth,JJ,O
,movement,NN,O
,of,IN,O
,the,DT,O
,Thrust,NNP,O
,Levers,NNP,O
,.,.,O
Sentence: 550,Make,VB,O
,sure,JJ,O
,that,IN,O
,the,DT,O
,Torque,NNP,O
,values,NNS,O
,does,VBZ,O
,not,RB,O
,exceed,VB,O
,11,CD,O
,in-oz,JJ,O
,while,IN,O
,the,DT,O
,Thrust,NNP,O
,Levers,NNP,O
,are,VBP,O
,moving,VBG,O
,.,.,O
Sentence: 551,Make,VB,O
,sure,JJ,O
,that,IN,O
,the,DT,O
,Torque,NNP,O
,values,NNS,O
,does,VBZ,O
,not,RB,O
,exceed,VB,O
,17,CD,O
,in-oz,JJ,O
,while,IN,O
,motors,NNS,O
,are,VBP,O
,driving,VBG,O
,the,DT,O
,Thrust,NNP,O
,Levers,NNP,O
,against,IN,O
,the,DT,O
,aft,JJ,O
,stop,NN,O
,.,.,O
Sentence: 552,Make,VB,O
,sure,JJ,O
,that,IN,O
,the,DT,O
,Torque,NNP,O
,values,NNS,O
,on,IN,O
,the,DT,O
,Control,NNP,B-component
,Display,NNP,I-component
,Unit,NNP,I-component
,(,(,O
,CDU,NNP,B-component
,),),O
,is,VBZ,O
,within,IN,O
,approximately,RB,O
,±,NN,O
,1,CD,O
,.,.,O
,5,CD,O
,in-oz,JJ,O
,of,IN,O
,stable,JJ,O
,values,NNS,O
,during,IN,O
,these,DT,O
,phases,NNS,O
,of,IN,O
,the,DT,O
,test,NN,O
,.,.,O
Sentence: 553,Start,NNP,O
,of,IN,O
,the,DT,O
,test,NN,O
,",",",",O
,no,DT,O
,Thrust,NNP,O
,Levers,NNP,O
,movement,NN,O
,.,.,O
Sentence: 554,Thrust,NNP,O
,Levers,NNP,O
,moving,VBG,O
,toward,IN,O
,forward,RB,O
,stop,VB,O
,.,.,O
Sentence: 555,Thrust,NNP,O
,Levers,NNP,O
,moving,VBG,O
,toward,IN,O
,aft,JJ,O
,stop,NN,O
,.,.,O
Sentence: 556,It,PRP,O
,is,VBZ,O
,important,JJ,O
,that,IN,O
,the,DT,O
,Thrust,NNP,O
,Levers,NNP,O
,reach,VB,O
,steady,JJ,O
,state,NN,O
,torques,NNS,O
,and,CC,O
,stay,VB,O
,within,IN,O
,+,NN,O
,/,NN,O
,-,:,O
,1,CD,O
,.,.,O
,5,CD,O
,in-oz,JJ,O
,of,IN,O
,stable,JJ,O
,Torque,NNP,O
,values,NNS,O
,at,IN,O
,each,DT,O
,phase,NN,O
,",",",",O
,this,DT,O
,is,VBZ,O
,testing,VBG,O
,for,IN,O
,smooth,JJ,O
,lever,NN,B-component
,movement,NN,O
,free,JJ,O
,of,IN,O
,restrictions,NNS,O
,.,.,O
Sentence: 557,When,WRB,O
,the,DT,O
,Thrust,NNP,O
,Levers,NNP,O
,get,VBP,O
,to,TO,O
,their,PRP$,O
,limits,NNS,O
,of,IN,O
,travel,NN,O
,the,DT,O
,torque,NN,O
,may,MD,O
,increase,VB,O
,by,IN,O
,approximately,RB,O
,3,CD,O
,.,.,O
,0,CD,O
,to,TO,O
,6,CD,O
,.,.,O
,0,CD,O
,in-oz,JJ,O
,.,.,O
Sentence: 558,The,DT,O
,CDU,NNP,B-component
,has,VBZ,O
,a,DT,O
,2,CD,O
,second,JJ,O
,screen,NN,O
,update,NN,O
,rate,NN,O
,",",",",O
,the,DT,O
,torque,NN,O
,shown,VBN,O
,may,MD,O
,not,RB,O
,be,VB,O
,consistent,JJ,O
,with,IN,O
,a,DT,O
,stable,JJ,O
,value,NN,O
,during,IN,O
,phase,NN,O
,changes,NNS,O
,due,JJ,O
,to,TO,O
,this,DT,O
,delay,NN,O
,.,.,O
Sentence: 559,It,PRP,O
,is,VBZ,O
,not,RB,O
,expected,VBN,O
,that,IN,O
,Throttle-,NNP,O
,1,CD,O
,and,CC,O
,Throttle-,NNP,O
,2,CD,O
,torque,NN,O
,reading,NN,O
,to,TO,O
,be,VB,O
,the,DT,O
,same,JJ,O
,value,NN,O
,.,.,O
Sentence: 560,If,IN,O
,the,DT,O
,Torque,NNP,O
,values,NNS,O
,for,IN,O
,the,DT,O
,Thrust,NNP,O
,Levers,NNP,O
,are,VBP,O
,not,RB,O
,satisfactory,JJ,O
,",",",",O
,then,RB,O
,replace,VB,O
,the,DT,O
,Autothrottle,NNP,O
,Brake,NNP,B-component
,Assembly,NNP,I-component
,.,.,O
Sentence: 561,These,DT,O
,are,VBP,O
,the,DT,O
,steps,NNS,O
,.,.,O
Sentence: 562,Autothrottle,NNP,O
,Brake,NNP,B-component
,Assembly,NNP,I-component
,-,:,O
,Removal,NNP,O
,",",",",O
,Autothrottle,NNP,O
,Brake,NNP,B-component
,Assembly,NNP,I-component
,-,:,O
,Installation,NN,O
,.,.,O
Sentence: 563,Do,VBP,O
,the,DT,O
,interactive,JJ,O
,TORQUE,NNP,O
,TEST,NNP,O
,for,IN,O
,the,DT,O
,Thrust,NNP,O
,Lever,NNP,B-component
,again,RB,O
,.,.,O
Sentence: 564,If,IN,O
,the,DT,O
,Torque,NNP,O
,values,NNS,O
,for,IN,O
,the,DT,O
,Thrust,NNP,O
,Levers,NNP,O
,are,VBP,O
,satisfactory,JJ,O
,",",",",O
,then,RB,O
,you,PRP,O
,corrected,VBD,O
,the,DT,O
,fault,NN,O
,.,.,O
Sentence: 565,Do,VBP,O
,these,DT,O
,steps,NNS,O
,to,TO,O
,complete,VB,O
,the,DT,O
,task,NN,O
,.,.,O
Sentence: 566,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,INDEX,NN,O
,.,.,O
Sentence: 567,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,INDEX,NN,O
,again,RB,O
,.,.,O
Sentence: 568,Do,VBP,O
,the,DT,O
,instructions,NNS,O
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 569,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,CONTINUE,NNP,O
,.,.,O
Sentence: 570,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,INDEX,NN,O
,.,.,O
Sentence: 571,Make,VB,O
,sure,JJ,O
,that,IN,O
,the,DT,O
,CDU,NNP,B-component
,shows,VBZ,O
,the,DT,O
,MAINT,NNP,O
,BITE,NNP,O
,INDEX,NN,O
,.,.,O
Sentence: 572,If,IN,O
,the,DT,O
,Torque,NNP,O
,values,NNS,O
,for,IN,O
,the,DT,O
,Thrust,NNP,O
,Levers,NNP,O
,are,VBP,O
,satisfactory,JJ,O
,",",",",O
,then,RB,O
,continue,VB,O
,.,.,O
Sentence: 573,Do,VBP,O
,this,DT,O
,check,NN,O
,of,IN,O
,the,DT,O
,TLA,NNP,O
,Resolvers,NNP,O
,.,.,O
Sentence: 574,This,DT,O
,is,VBZ,O
,the,DT,O
,task,NN,O
,:,:,O
,Engine,NNP,B-component
,1,CD,O
,and,CC,O
,Engine,NNP,B-component
,2,CD,O
,Thrust,NNP,O
,Lever,NNP,B-component
,Angle,NNP,O
,Resolver,NNP,O
,Alignment,NNP,O
,Test,NNP,O
,",",",",O
,F,NN,O
,00,CD,O
,.,.,O
Sentence: 575,If,IN,O
,the,DT,O
,values,NNS,O
,for,IN,O
,the,DT,O
,Thrust,NNP,O
,Levers,NNP,O
,are,VBP,O
,not,RB,O
,satisfactory,JJ,O
,",",",",O
,then,RB,O
,do,VBP,O
,these,DT,O
,steps,NNS,O
,:,:,O
,Adjust,VB,O
,the,DT,O
,TLA,NNP,O
,Resolvers,NNP,O
,.,.,O
Sentence: 576,This,DT,O
,is,VBZ,O
,the,DT,O
,task,NN,O
,:,:,O
,Thrust,NNP,O
,Lever,NNP,B-component
,Angle,NNP,O
,Resolver,NNP,O
,Adjustment,NNP,O
,.,.,O
Sentence: 577,Do,VBP,O
,the,DT,O
,check,NN,O
,of,IN,O
,the,DT,O
,TLA,NNP,O
,Resolvers,NNP,O
,again,RB,O
,.,.,O
Sentence: 578,If,IN,O
,the,DT,O
,values,NNS,O
,are,VBP,O
,satisfactory,JJ,O
,",",",",O
,then,RB,O
,you,PRP,O
,corrected,VBD,O
,the,DT,O
,problem,NN,O
,.,.,O
Sentence: 579,Do,VBP,O
,these,DT,O
,steps,NNS,O
,to,TO,O
,complete,VB,O
,the,DT,O
,task,NN,O
,.,.,O
Sentence: 580,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,INDEX,NN,O
,.,.,O
Sentence: 581,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,INDEX,NN,O
,again,RB,O
,.,.,O
Sentence: 582,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,INDEX,NN,O
,again,RB,O
,.,.,O
Sentence: 583,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,INDEX,NN,O
,again,RB,O
,.,.,O
Sentence: 584,Make,VB,O
,sure,JJ,O
,that,IN,O
,the,DT,O
,CDU,NNP,B-component
,shows,VBZ,O
,the,DT,O
,MAINT,NNP,O
,BITE,NNP,O
,INDEX,NN,O
,.,.,O
Sentence: 585,If,IN,O
,the,DT,O
,values,NNS,O
,for,IN,O
,the,DT,O
,TLA,NNP,O
,Resolvers,NNP,O
,are,VBP,O
,satisfactory,JJ,O
,",",",",O
,there,EX,O
,was,VBD,O
,an,DT,O
,intermittent,JJ,O
,fault,NN,O
,.,.,O
Sentence: 586,Retard,NNP,O
,occurs,VBZ,O
,when,WRB,O
,the,DT,O
,Thrust,NNP,O
,Levers,NNP,O
,automatically,RB,O
,move,NN,O
,back,RB,O
,to,TO,O
,the,DT,O
,Idle,JJ,O
,Stops,NNP,O
,during,IN,O
,Airplane,NNP,B-component
,.,.,O
Sentence: 587,These,DT,O
,are,VBP,O
,the,DT,O
,primary,JJ,O
,circuit,NN,B-component
,breakers,NNS,I-component
,related,VBN,O
,to,TO,O
,the,DT,O
,fault,NN,O
,.,.,O
Sentence: 588,Do,VBP,O
,this,DT,O
,task,NN,O
,.,.,O
Sentence: 589,Autothrottle,NNP,O
,BITE,NNP,O
,Procedure,NNP,O
,",",",",O
,22,CD,O
,-,:,O
,31,CD,O
,TASK,NNP,O
,801,CD,O
,.,.,O
Sentence: 590,If,IN,O
,ASM,NNP,O
,or,CC,O
,A,DT,O
,/,NN,O
,T,NN,O
,related,VBD,O
,maintenance,NN,O
,messages,NNS,O
,show,VBP,O
,in,IN,O
,CURRENT,NNP,O
,STATUS,NNP,O
,",",",",O
,refer,VBP,O
,to,TO,O
,the,DT,O
,table,NN,O
,at,IN,O
,the,DT,O
,end,NN,O
,of,IN,O
,the,DT,O
,BITE,NNP,O
,TASK,NNP,O
,to,TO,O
,find,VB,O
,the,DT,O
,applicable,JJ,O
,FIM,NNP,O
,Tasks,NNP,O
,for,IN,O
,the,DT,O
,messages,NNS,O
,that,WDT,O
,show,NN,O
,.,.,O
Sentence: 591,If,IN,O
,RA,NNP,O
,",",",",O
,related,VBN,O
,maintenance,NN,O
,messages,NNS,O
,show,VBP,O
,in,IN,O
,CURRENT,NNP,O
,STATUS,NNP,O
,",",",",O
,do,VBP,O
,this,DT,O
,task,NN,O
,.,.,O
Sentence: 592,Low,NNP,O
,Range,NNP,O
,Radio,NNP,B-component
,Altimeter,NNP,B-component
,(,(,O
,LRRA,NNP,O
,),),O
,BITE,NNP,O
,Procedure,NNP,O
,",",",",O
,34,CD,O
,-,:,O
,33,CD,O
,TASK,NNP,O
,801,CD,O
,.,.,O
Sentence: 593,Refer,NNP,O
,to,TO,O
,the,DT,O
,table,NN,O
,at,IN,O
,the,DT,O
,end,NN,O
,of,IN,O
,the,DT,O
,LRRA,NNP,O
,BITE,NNP,O
,TASK,NNP,O
,to,TO,O
,find,VB,O
,the,DT,O
,applicable,JJ,O
,FIM,NNP,O
,Tasks,NNP,O
,for,IN,O
,the,DT,O
,messages,NNS,O
,that,WDT,O
,show,NN,O
,.,.,O
Sentence: 594,If,IN,O
,none,NN,O
,of,IN,O
,the,DT,O
,above,JJ,O
,maintenance,NN,O
,messages,NNS,O
,show,NN,O
,",",",",O
,then,RB,O
,one,CD,O
,of,IN,O
,these,DT,O
,conditions,NNS,O
,occurred,VBD,O
,.,.,O
Sentence: 595,There,EX,O
,was,VBD,O
,an,DT,O
,intermittent,JJ,O
,fault,NN,O
,.,.,O
Sentence: 596,The,DT,O
,FCC,NNP,O
,can,MD,O
,have,VB,O
,a,DT,O
,fault,NN,O
,.,.,O
Sentence: 597,The,DT,O
,Autothrottle,NNP,O
,Brake,NNP,B-component
,Assembly,NNP,I-component
,can,MD,O
,have,VB,O
,a,DT,O
,fault,NN,O
,.,.,O
Sentence: 598,The,DT,O
,ENG-,NNP,O
,1,CD,O
,(,(,O
,2,LS,O
,),),O
,TLA,NNP,O
,Resolver,NNP,O
,",",",",O
,M,NNP,O
,1819,CD,O
,can,MD,O
,have,VB,O
,a,DT,O
,fault,NN,O
,.,.,O
Sentence: 599,To,TO,O
,find,VB,O
,the,DT,O
,fault,NN,O
,in,IN,O
,the,DT,O
,FCC,NNP,O
,",",",",O
,Autothrottle,NNP,O
,Brake,NNP,B-component
,Assembly,NNP,I-component
,",",",",O
,or,CC,O
,TLA,NNP,O
,Resolver,NNP,O
,",",",",O
,do,VBP,O
,the,DT,O
,Fault,NNP,O
,Isolation,NNP,O
,Procedure,NNP,O
,below,IN,O
,.,.,O
Sentence: 600,Do,VBP,O
,this,DT,O
,BITE,NNP,O
,Test,NNP,O
,of,IN,O
,the,DT,O
,FCC,NNP,O
,.,.,O
Sentence: 601,Make,VB,O
,sure,JJ,O
,that,IN,O
,DFCS,NNP,O
,BITE,NNP,O
,TEST,NNP,O
,MAIN,NNP,O
,MENU,NNP,O
,shows,VBZ,O
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 602,If,IN,O
,you,PRP,O
,are,VBP,O
,not,RB,O
,at,IN,O
,the,DT,O
,DFCS,NNP,O
,BITE,NNP,O
,TEST,NNP,O
,MAIN,NNP,O
,MENU,NNP,O
,page,NN,O
,",",",",O
,then,RB,O
,do,VBP,O
,these,DT,O
,steps,NNS,O
,.,.,O
Sentence: 603,Push,VBP,O
,the,DT,O
,INIT,NNP,O
,REF,NNP,O
,function,NN,O
,key,JJ,B-component
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 604,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,the,DT,O
,INDEX,NN,O
,prompt,VB,O
,.,.,O
Sentence: 605,This,DT,O
,makes,VBZ,O
,the,DT,O
,INIT,NNP,O
,/,NN,O
,REF,NNP,O
,INDEX,NN,O
,Display,NNP,O
,to,TO,O
,show,VB,O
,.,.,O
Sentence: 606,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,MAINT,NNP,O
,.,.,O
Sentence: 607,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,DFCS,NNP,O
,.,.,O
Sentence: 608,When,WRB,O
,the,DT,O
,DFCS,NNP,O
,Self-test,NNP,O
,is,VBZ,O
,complete,JJ,O
,",",",",O
,make,VB,O
,sure,JJ,O
,that,IN,O
,the,DT,O
,DFCS,NNP,O
,BITE,NNP,O
,TEST,NNP,O
,MAIN,NNP,O
,MENU,NNP,O
,shows,VBZ,O
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 609,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,EXTENDED,NNP,O
,MAINTENANCE,NNP,O
,.,.,O
Sentence: 610,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,BITE,NNP,O
,LIBRARY,NNP,O
,TEST,NNP,O
,.,.,O
Sentence: 611,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,CHANNEL,NNP,O
,A,DT,O
,AND,CC,O
,B,NNP,O
,.,.,O
,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,RUN,NNP,O
,SELECT,NNP,O
,LIBRARY,NNP,O
,TESTS,NNS,O
,.,.,O
Sentence: 612,Push,VBP,O
,and,CC,O
,release,VB,O
,the,DT,O
,NEXT,NNP,O
,PAGE,NNP,O
,key,JJ,B-component
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,until,IN,O
,MCP,NNP,O
,INTERF,NNP,O
,16,CD,O
,shows,VBZ,O
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 613,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,MCP,NNP,O
,INTERF,NNP,O
,16,CD,O
,.,.,O
Sentence: 614,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,EXECUTE,NNP,O
,.,.,O
Sentence: 615,Do,VBP,O
,the,DT,O
,instructions,NNS,O
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 616,If,IN,O
,the,DT,O
,FCC,NNP,O
,is,VBZ,O
,not,RB,O
,satisfactory,JJ,O
,",",",",O
,then,RB,O
,do,VBP,O
,these,DT,O
,steps,NNS,O
,.,.,O
Sentence: 617,Replace,NNP,O
,the,DT,O
,applicable,JJ,O
,FCC,NNP,O
,.,.,O
Sentence: 618,These,DT,O
,are,VBP,O
,the,DT,O
,tasks,NNS,O
,.,.,O
Sentence: 619,Flight,NNP,O
,Control,NNP,O
,Computer,NNP,O
,Removal,NNP,O
,",",",",O
,Flight,NNP,O
,Control,NNP,O
,Computer,NNP,O
,Installation,NN,O
,.,.,O
Sentence: 620,Do,VBP,O
,the,DT,O
,check,NN,O
,of,IN,O
,the,DT,O
,FCC,NNP,O
,again,RB,O
,.,.,O
Sentence: 621,If,IN,O
,the,DT,O
,FCC,NNP,O
,is,VBZ,O
,satisfactory,JJ,O
,",",",",O
,then,RB,O
,you,PRP,O
,corrected,VBD,O
,the,DT,O
,problem,NN,O
,Do,VBP,O
,this,DT,O
,step,NN,O
,to,TO,O
,complete,VB,O
,the,DT,O
,task,NN,O
,.,.,O
Sentence: 622,Get,VB,O
,out,IN,O
,of,IN,O
,DFCS,NNP,O
,BITE,NNP,O
,(,(,O
,Digital,NNP,O
,Flight,NNP,O
,Control,NNP,O
,System,NNP,O
,(,(,O
,DFCS,NNP,O
,),),O
,BITE,NNP,O
,Procedure,NNP,O
,",",",",O
,22,CD,O
,-,:,O
,11,CD,O
,TASK,NNP,O
,801,CD,O
,),),O
,.,.,O
Sentence: 623,If,IN,O
,the,DT,O
,FCC,NNP,O
,BITE,NNP,O
,Test,NNP,O
,is,VBZ,O
,satisfactory,JJ,O
,",",",",O
,then,RB,O
,continue,VB,O
,.,.,O
Sentence: 624,Do,VBP,O
,this,DT,O
,BITE,NNP,O
,Test,NNP,O
,of,IN,O
,the,DT,O
,Autothrottle,NNP,O
,Brake,NNP,B-component
,Assembly,NNP,I-component
,.,.,O
Sentence: 625,Make,VB,O
,sure,JJ,O
,that,IN,O
,the,DT,O
,A,DT,O
,/,NN,O
,T,NN,O
,BITE,NNP,O
,TEST,NNP,O
,Index,NNP,O
,shows,VBZ,O
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 626,If,IN,O
,you,PRP,O
,are,VBP,O
,not,RB,O
,at,IN,O
,the,DT,O
,A,DT,O
,/,NN,O
,T,NN,O
,BITE,NNP,O
,TEST,NNP,O
,Index,NNP,O
,",",",",O
,then,RB,O
,do,VBP,O
,these,DT,O
,steps,NNS,O
,.,.,O
Sentence: 627,Push,VBP,O
,the,DT,O
,INIT,NNP,O
,REF,NNP,O
,function,NN,O
,key,JJ,B-component
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 628,If,IN,O
,the,DT,O
,POS,NNP,O
,INIT,NNP,O
,Display,NNP,O
,shows,NNS,O
,",",",",O
,then,RB,O
,push,VB,O
,the,DT,O
,line,NN,O
,select,VB,O
,key,JJ,B-component
,adjacent,JJ,O
,to,TO,O
,the,DT,O
,INDEX,NN,O
,prompt,VB,O
,.,.,O
Sentence: 629,This,DT,O
,makes,VBZ,O
,the,DT,O
,INIT,NNP,O
,/,NN,O
,REF,NNP,O
,INDEX,NN,O
,Display,NNP,O
,to,TO,O
,show,VB,O
,.,.,O
Sentence: 630,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,MAINT,NNP,O
,.,.,O
Sentence: 631,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,A,DT,O
,/,NN,O
,T,NN,O
,.,.,O
,The,DT,O
,two,CD,O
,Autothrottle,NNP,O
,Warning,NNP,O
,Lights,NNP,O
,come,VBD,O
,ON,NNP,O
,during,IN,O
,the,DT,O
,BITE,NNP,O
,.,.,O
Sentence: 632,Make,VB,O
,sure,JJ,O
,that,IN,O
,the,DT,O
,A,DT,O
,/,NN,O
,T,NN,O
,BITE,NNP,O
,TEST,NNP,O
,Index,NNP,O
,shows,VBZ,O
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 633,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,INTERACTIVE,NNP,O
,.,.,O
Sentence: 634,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,THROTTLE,NNP,O
,TESTS,NNS,O
,.,.,O
Sentence: 635,MAKE,VB,O
,SURE,NNP,O
,THAT,WDT,O
,ENGINE,NNP,B-component
,START,NNP,I-component
,LEVERS,NNP,O
,ARE,VBP,O
,IN,IN,O
,THE,DT,O
,CUTOFF,NNP,O
,POSITION,NNP,O
,.,.,O
Sentence: 636,IF,IN,O
,THE,DT,O
,ENGINE,NNP,B-component
,START,NNP,I-component
,LEVERS,NNP,O
,ARE,VBP,O
,NOT,NNP,O
,IN,IN,O
,THE,DT,O
,CUTOFF,NNP,O
,POSITION,NNP,O
,",",",",O
,THE,DT,O
,ENGINE,NNP,B-component
,START,NNP,I-component
,SEQUENCE,NNP,O
,CAN,NNP,O
,OCCUR,NNP,O
,.,.,O
Sentence: 637,THIS,NNP,O
,CAN,NNP,O
,CAUSE,NNP,O
,INJURY,NNP,O
,TO,TO,O
,PERSONS,NNP,O
,AND,CC,O
,DAMAGE,NNP,O
,TO,TO,O
,EQUIPMENT,NNP,B-component
,.,.,O
Sentence: 638,Do,VBP,O
,the,DT,O
,instructions,NNS,O
,on,IN,O
,the,DT,O
,CDU,NNP,B-component
,.,.,O
Sentence: 639,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,CONTINUE,NNP,O
,.,.,O
Sentence: 640,Push,VBP,O
,the,DT,O
,LSK,NNP,O
,adjacent,JJ,O
,to,TO,O
,TORQUE,NNP,O
